video_id,title,country_code,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
ZdWQOMRLsEk,KEPOIN ISI TAS SUNNY & KAK NAGITA RANS ENTERTAINMENT 😘,ID,2019-12-14T03:28:01.000Z,UCO5p-c9u1-fi3E6EeRQKJig,SunnydahyeIn,22,19.17.12,vlog|korea|indonesia|fashion|beauty|kpop|idol|vlog korea|haul|bts|unboxing|mewah|awkwarin|nanday arsyinta|rachel goddard|blackpink|twice|red velvet|merch|cosmetics|inspired|look|got7|nct,1272573,52508,785,1366,https://i.ytimg.com/vi/ZdWQOMRLsEk/default.jpg,FALSE,FALSE,Support channel kakak chantikuuhh : https://www.youtube.com/channel/UCvA9_f5Lwk-poMynabtrZPg SUBSCRIBE ke Channel Couple aku dan chris  : https://www.youtube.com/user/okanochrisSUBSCRIBE ke Channel Bahasa Inggris aku karena aku bakalan upload vlog disitu lebih sering guys: http://www.youtube.com/sunnydahyeSUBSCRIBE ke Channel GAMJA & SIMBA: https://www.youtube.com/channel/UC2jpnjr7fDo4DHmOa7mNUwA♥ ♥ FOLLOW AKU ♥ ♥ 💋Instagram: http://www.instagram.com/sunnydahye💄Instagram 2: http://www.instagram.com/sunnydahyein ▼❓ Business Inquiries ❓ ▼⁉️E-mail: business@houseofhur.com ⁉️
GrbDuA0CPqU,"BONGKAR ATM, GUE TABOK!!! (Picky Picks) Part 2",ID,2019-12-14T01:45:00.000Z,UCYk4LJI0Pr6RBDWowMm-KUw,Deddy Corbuzier,24,19.17.12,picky picks|bimo|gory gore|reza arap|bongkar atm|artis|uya kuya|nikita mitzani|alay|receh|cringe|santuy|sobat ambyar,2207556,89283,1694,11327,https://i.ytimg.com/vi/GrbDuA0CPqU/default.jpg,FALSE,FALSE,#pickypicks #atm #nyamar
DX394RrPTdc,Persib (4) vs (0) Perseru Badak Lampung - Goals Highlights | Shopee Liga 1,ID,2019-12-16T13:41:38.000Z,UCYqOeAXJm8yV9sJ8Ud3cR7A,Indosiar,24,19.17.12,indosiar|dangdut|liga 1 Persib vs perseru badak lampung|persib bandung|perseru badak lampung|shopee liga 1|sp:ty=high|sp:dt=2019-12-15T11:30:00Z|sp:st=soccer|sp:li=indo|sp:ti:home=PIB|sp:ti:away=PSS,845464,8696,436,1030,https://i.ytimg.com/vi/DX394RrPTdc/default.jpg,FALSE,FALSE,Tonton tayangan lengkap Indosiar di vidio.com atau klik http://bit.ly/tayanganlengkapIndosiarGoal Highlights pertandingan antara Persib Bandung melawan Perseru Badak Lampung dengan skor akhir yaitu 4-0. Pertandingan dimenangkan oleh Persib Bandung dalam Shopee Liga 1 hari ini.Follow Indosiar juga di Sosial Media ya Indosiar Mania!Facebook: bit.ly/FBIndosiarTwitter: bit.ly/TWIndosiarInstagram: @Indosiar
F_Ok9-ow2e0,"MAMA GIGI MAKAN MULU DI STREET FOOD SWISS, HAMIL? PANTESAN RAFATHAR BOBONYA SM MERRY #RANSTHEWORLD",ID,2019-12-16T08:59:15.000Z,UCvA9_f5Lwk-poMynabtrZPg,Rans Entertainment,24,19.17.12,travel|tiket.com|travel vlog|rans the world|amazing place|wonderful place|rekomendasi tempat wisata|tujuan perjalanan di asia|wisata bahari,1123387,49880,583,3705,https://i.ytimg.com/vi/F_Ok9-ow2e0/default.jpg,FALSE,FALSE,"Social Media : Twitter : https://twitter.com/raffi_nagita17Instagram : https://www.instagram.com/raffinagita1717/Youtube : https://www.youtube.com/channel/UCvA9_f5Lwk-poMynabtrZPgLINE : Raffi Ahmad Official AccountFacebook : https://www.facebook.com/RaffiAhmadLagi/Alamat kirim-kirimRANS ENTERTAINMENTGreen Andara Residences Blok A1 NO 2-3 , Pangkalan Jati Baru, Cinere Depok 16513———————————————————————Contact : info@ransdigital.id / ransdigital.id@gmail.com————————————————————————"
VfNZouARNRQ,CARI PINJAMAN DUIT ll KONTRAKAN REMPONG EPISODE 100,ID,2019-12-16T03:00:11.000Z,UCEHprhvK2xu0CYKcnbMshBw,WARINTIL OFFICIAL,23,19.17.12,Warintil Official|warintil official|warintil|WarintilOfficial|warintilofficial|Warintil|Kontrakan Rempong|kontrakan|rempong|Rebonding Gagal|medan viral|Medan|warintil bigo|kontrakan rempong episode 63|video viral|lawak batak|kak mumu|ishaya|bobo|wak bordir|tatik|mbok jamu|roma|rita la la la|Rempong|kontrakan rempong warintil|video lucu medan|warintil rempong|ishaya warintil|video warintil|bigo|medan dubbing|siapakah sirita|sirita warintil|sirita,750972,27210,696,2919,https://i.ytimg.com/vi/VfNZouARNRQ/default.jpg,FALSE,FALSE,Thank you buat kalian yang setia ngikutin video lucu kami series KONTRAKAN REMPONG! Selalu nantikan video terbaru dari Warintil Official ya! Thanks supportnya!Kalian follow lah dulu INSTGRAM kami minta tolong sekeluarga :)FOLLOW IG Warintil Official : https://www.instagram.com/p/ByWWMVVgRGMAIL BISNIS : WARINTILOFFICIAL6@GMAIL.COM#warintilofficial #warintilbigo #medanviral
eQVDx3NOJ_c,Ekstrim Banget Gais!! CUMA KAMI YANG BERANI SAMA HIU😎 No Cut No Edit,ID,2019-12-16T10:00:07.000Z,UCNrN1jrDHKE4lCD-BKa9pog,Rumah Ricis,24,19.17.12,tim ricis|ria ricis|vlog|shark|baby shark|papua|raja ampat|indonesia|liburan|trending|2019|ricis,464619,38290,584,1580,https://i.ytimg.com/vi/eQVDx3NOJ_c/default.jpg,FALSE,FALSE,
q2v1jwlG3ys,The Onsu Family - WAKTUNYA UJIAN,ID,2019-12-13T11:06:41.000Z,UCJvQLi9uJEGBpD8t3DZyHpw,The Onsu Family,24,19.17.12,the onsu|ruben onsu|sarwendah|thalia|family|happy|fun|romantic|happy family|romantis|indonesia|2016|patah jadi dua|mother|father|parents|parenting|kids|anak,3814167,157048,4065,11943,https://i.ytimg.com/vi/q2v1jwlG3ys/default.jpg,FALSE,FALSE,"halo The Onsu...ada yang lagi Ujian juga gak nih ?Mau tahu kegiatan kakak sebelum ujian gak ?yuk ikutin terus The OnsuSubscribe THE ONSU, FREE!http://bit.ly/TheOnsuSubsContacts THE ONSU channel:youtube@drm-indonesia.comContacts RUBEN ONSU:Line : @bensupdate_Contacts SARWENDAH:Line : @WensUpdateFollow THE ONSU:http://www.instagram.com/ruben_onsu/http://www.instagram.com/sarwendah29/http://www.instagram.com/thaliaputrionsu/http://www.twitter.com/ruben_onsu/http://www.twitter.com/sarwendah29/http://www.twitter.com/ThaliaPutriOnsu/http://www.facebook.com/sarwendah29official/http://www.facebook.com/thaliaputrionsuofficial/Leave LIKE, COMMENT, SUBSCRIBE, and SHARE.©: THE ONSU, 2019.THE ONSU is under dr.m network, Indonesia's Official Youtube MCNhttps://servicesdirectory.withyoutube.com/directory/pt-digital-rantai-maya-drm"
0sqWykwCGwk,KING C0BRA RAKSASA PANJI S4DISS..! HELP..! | feat. Panji Petualang,ID,2019-12-16T10:05:19.000Z,UC7-sh4gtS5oJkwqOyt8s3CQ,deHakims,15,19.17.12,Irfan Hakim|deHakims|panji petualang|panji petualang king cobra terbesar|panji menangkap buaya|King cobra|king cobra raksasa|king cobra terbesar dunia|king cobra vs python|king cobra vs king cobra|pertarungan king cobra|ular|king cobra vs musang|viral|bisa ular,1614213,32140,736,2325,https://i.ytimg.com/vi/0sqWykwCGwk/default.jpg,FALSE,FALSE,Follow onOfficial Website : http://irfanhakim.com/Twitter : https://twitter.com/irfanhakimFacebook : https://web.facebook.com/theirfanhakimInstagram : https://www.instagram.com/irfanhakim75/
8NxPV419DVs,HAJAR KUYANG DI BATAM !! #KIPRANALEWU #KIAGENGISMOYO PART 1,ID,2019-12-16T14:30:12.000Z,UCTH6Nwl_6qeZTkwDoKD0szA,Ki Prana Lewu,22,19.17.12,ki prana lewu|jejak spiritual|jejak paranormal|perjalanan Astral|jurnalrisa|reykreosi|KUYANG|BATAM,377076,12952,335,1497,https://i.ytimg.com/vi/8NxPV419DVs/default.jpg,FALSE,FALSE,"Untuk konsultasi dengan Ki Prana Lewu bisa hubungin ke nomer 0818803157 /087889551557 selain dua nomer di atas bisa di pastikan palsu...dan untuk contact person prihal  pengaduan (  penipuan ) , iklan , endorse bs hubungin ke nomer 081808885357email: kipranalewumanagement357@gmail.comTTD Management Ki Prana Lewu"
3buKtmNj9lU,jurnalrisa #73 - LAGU MAWANG UNTUK PARA HUNTU,ID,2019-12-12T14:00:01.000Z,UCKFC1LYWw1fbe9LNfm2vEPg,jurnalrisa,22,19.17.12,jurnalrisa|risa saraswati|paranormal experience|saras family|danur|madah|asih movie|rasuk|bandung|tim jurnalrisa|vlog horor|video horor|indonesia,2465334,104817,1573,11116,https://i.ytimg.com/vi/3buKtmNj9lU/default.jpg,FALSE,FALSE,"Selamat datang di #jurnalrisaKalian pasti tau siapa yang berkolaborasi dengan tim jurnalrisa di video kali ini. Karya nya viral di media sosial, jadi saya dan tim memutuskan untuk melakukan penelusuran bersama. Kira-kira lagu seperti apa yang diciptakan Mawang?Selamat menyaksikan!Connect with me on social media:Instagram : https://www.instagram.com/risa_sarasw...Fan page : https://www.facebook.com/risasaraswat...Twitter : https://twitter.com/risa_saraswati?la...Official Instagram Account of Tim Jurnalrisa : https://www.instagram.com/tim_jurnalr...Music by :https://www.instagram.com/kevinrinaldi_/"
wCxTx5B9rK0,MENGGAMBAR 3D ART DIKERTAS PALING GOKIL SEPANJANG SEJARAH DUNIA!,ID,2019-12-17T10:30:03.000Z,UC4hGmH5sABOA70D4fGb8qNQ,Frost Diamond,24,19.17.12,Frost|Diamond|Tutorial|Reaksi,218223,15651,848,1382,https://i.ytimg.com/vi/wCxTx5B9rK0/default.jpg,FALSE,FALSE,"► Subscribe Gratis! : https://goo.gl/VJnZ1S► Likes & Share Jika Kalian Suka :)► Follow Instagram Gratis! : https://www.instagram.com/frostdiamondd► Discord Frost Diamond : https://discord.gg/xg3br8sDescription : Semoga kalian semua terhibur ya :DIntruction : silahkan di tonton sampai habis di jamin ngakak kalau ga ketawa paksain ketawa ya hehehe dan jangan di skip'',jangan lupa like hargai karya seseorang, dan jangan lupa subscribe, karena subscribe/berlangganan itu GERATIS! Trimakasi :D"
SolXkoNjxuE,Mobil2 buatan Kupu-kupu Malam Indonesia,ID,2019-12-14T02:54:23.000Z,UCsLdlVfYygg-AlUVIsH2Zjw,Om Mobi,2,19.17.12,Motomobi|om mobi|modifikasi|kupu2 malam|jogjakarta|yogyakarta|jogja|yogya|custom car|custom build|body builder|performance car|electric car|electric vehicle,1457872,34906,1900,3458,https://i.ytimg.com/vi/SolXkoNjxuE/default.jpg,FALSE,FALSE,"Pada video ini kami berangkat ke Yogyakarta untuk berkunjung ke bengkel Kupu-Kupu Malam. Karena bengkel ini sangat terkenal untuk urusan modifikasi, maupun bikin mobil dari nol. Bahkan membuat mobil listrik sendiri."
Ka1eC58e9m0,Hang Out,ID,2019-12-15T15:38:43.000Z,UCL6GsqvjdiWDj5VdCZmdddg,Fomalhaut Zamel,22,19.17.12,[none],278446,8692,223,12030,https://i.ytimg.com/vi/Ka1eC58e9m0/default.jpg,FALSE,FALSE,
Lv2xiLab0OQ,"Dear Diary -  Kekeyi Rachmawati Akui Rio Cocok Jadi Sahabat,  Bukan Pacar!",ID,2019-12-13T12:00:03.000Z,UCuheX8SB1NbsmXB0zM_w6mw,Klik Asik,24,19.17.12,ANTV|Dear Diary|Kekeyi Rachmawati|Rio Ramadhan|Beauty Vlogger|Infotainment,1177787,16456,2776,3750,https://i.ytimg.com/vi/Lv2xiLab0OQ/default.jpg,FALSE,FALSE,"Kekeyi sang beauty Vlogger blak blakan tentang kisah cintanya. Kekeyi mengungkapkan kalo dia merasa tidak nyaman berada dekat rio. Dia merasa lebih cocok jadi sahabat, bukan pacar. Tonton sampai habis !#kekeyi#settingan#kekeyirachmawati#rioramadhan#beautyvlogger#infotainment video lanjutannya jangan ketinggalan ya Dears! klik link berikut : Dear Diary - Kekeyi Nangis di sebut Anak Haram https://youtu.be/GzPwTElnZvY"
